,Text,TagTog,Senticnet,PyFeel
1488,"Mais je sais ceci, et mes yeux l'ont vu : étant hors de la ville, sur la colline de Herméias, j'ai vu une nef rapide entrer dans le port. Elle portait beaucoup d'hommes, et elle était chargée de boucliers et de lances à deux pointes. Je pense que c'étaient les prétendants eux-mêmes, mais je n'en sais rien.",Fear,ecstasy,surprise
1489,"Roi Alkinoos, le plus illustre de tout le peuple, il est doux d'écouter un aoide tel que celui-ci, semblable aux dieux par la voix. Je ne pense pas que rien soit plus agréable. La joie saisit tout ce peuple, et tes convives, assis en rang dans ta demeure, écoutent l'aoide. Et les tables sont chargées de pain et de chairs, et l'échanson, puisant le vin dans le kratère, en remplit les coupes et le distribue. Il m'est très doux, dans l'âme, de voir cela.",Joy,terror,sadness
1490,"Mais tu veux que je dise mes douleurs lamentables, et je n'en serai que plus affligé. Que dirai-je d'abord ? Comment continuer ? comment finir ? car les dieux Ouraniens m'ont accablé de maux innombrables. Et maintenant je dirai d'abord mon nom, afin que vous le sachiez et me connaissiez, et, qu'ayant évité la cruelle mort, je sois votre hôte, bien qu'habitant une demeure lointaine.",Sadness,ecstasy,sadness
1491,"Je suis Odysseus Laertiade, et tous les hommes me connaissent par mes ruses, et ma gloire est allée jusqu'à l'Ouranos. J'habite la très illustre Ithakè, où se trouve le mont Nèritos aux arbres battus des vents. Et plusieurs autres îles sont autour, et voisines, Doulikhios, et Samè, et Zakynthos couverte de forêts. Et Ithakè est la plus éloignée de la terre ferme et sort de la mer du côté de la nuit ; mais les autres sont du côté d'Éôs et de Hèlios. Elle est âpre, mais bonne nourrice de jeunes hommes, et il n'est point d'autre terre qu'il me soit plus doux de contempler. Certes, la noble déesse Kalypsô m'a retenu dans ses grottes profondes, me désirant pour mari ; et, de même, Kirkè, pleine de ruses, m'a retenu dans sa demeure, en l'île Aiaiè, me voulant aussi pour mari ; mais elles n'ont point persuadé mon coeur dans ma poitrine, tant rien n'est plus doux que la patrie et les parents pour celui qui, loin des siens, habite même une riche demeure dans une terre étrangère. Mais je te raconterai le retour lamentable que me fit Zeus à mon départ de Troiè.",Calmness,ecstasy,sadness
1492,"D'Ilios le vent me poussa chez les Kikônes, à Ismaros. Là, je dévastai la ville et j'en tuai les habitants ; et les femmes et les abondantes dépouilles enlevées furent partagées, et nul ne partit privé par moi d'une part égale. Alors, j'ordonnai de fuir d'un pied rapide, mais les insensés n'obéirent pas. Et ils buvaient beaucoup de vin, et ils égorgeaient sur le rivage les brebis et les boeufs noirs aux pieds flexibles.",Angry,ecstasy,sadness
1493,"Et, pendant ce temps, des Kikônes fugitifs avaient appelé d'autres Kikônes, leurs voisins, qui habitaient l'intérieur des terres. Et ceux-ci étaient nombreux et braves, aussi habiles à combattre sur des chars qu'à pied, quand il le fallait. Et ils vinrent aussitôt, vers le matin, en aussi grand nombre que les feuilles et les fleurs printanières.",Calmness,grief,fear
1494,"Alors la mauvaise destinée de Zeus nous accabla, malheureux, afin que nous subissions mille maux.",Sadness,sadness,sadness
1495,"Et ils nous combattirent auprès de nos nefs rapides ; et des deux côtés nous nous frappions de nos lances d'airain. Tant que dura le matin et que la lumière sacrée grandit, malgré leur multitude, le combat fut soutenu par nous ;",Calmness,loathing,fear
1496,"mais quand Hèlios marqua le moment de délier les boeufs, les Kikônes domptèrent les Akhaiens, et six de mes compagnons aux belles knèmides furent tués par nef,",Sadness,grief,calmness
1497,et les autres échappèrent à la mort et à la kèr.,Joy,responsiveness,sadness
1498,"Et nous naviguions loin de là, joyeux d'avoir évité la mort",Joy,grief,sadness
1499,et tristes dans le coeur d'avoir perdu nos chers compagnons ; et mes nefs armées d'avirons des deux côtés ne s'éloignèrent pas avant que nous eussions appelé trois fois chacun de nos compagnons tués sur la plage par les Kikônes.,Sadness,grief,joy
1500,"Et Zeus qui amasse les nuées souleva Boréas et une grande tempête, et il enveloppa de nuées la terre et la mer, et la nuit se rua de l'Ouranos.",Fear,fear,fear
1501,"Et les nefs étaient emportées hors de leur route, et la force du vent déchira les voiles en trois ou quatre morceaux ; et, craignant la mort, nous les serrâmes dans les nefs.",Fear,contentment,fear
1502,"Et celles-ci, avec de grands efforts, furent tirées sur le rivage, où, pendant deux nuits et deux jours, nous restâmes gisants, accablés de fatigue et de douleur.",Sadness,grief,sadness
1503,"Mais quand Éôs aux beaux cheveux amena le troisième jour, ayant dressé les mâts et déployé les blanches voiles, nous nous assîmes sur les bancs, et le vent et les pilotes nous conduisirent ; et je serais arrivé sain et sauf dans la terre de la patrie,",Joy,ecstasy,fear
1504,si la mer et le courant du cap Maléien et Boréas ne m'avaient porté par delà Kythèrè.,Sadness,dislike,calmness
1505,"Et nous fûmes entraînés, pendant neuf jours, par les vents contraires, sur la mer poissonneuse : mais, le dixième jour, nous abordâmes la terre des Lotophages qui se nourrissent d'une fleur. Là, étant montés sur le rivage, et ayant puisé de l'eau, mes compagnons prirent leur repas auprès des nefs rapides. Et, alors, je choisis deux de mes compagnons, et le troisième fut un héraut, et je les envoyai afin d'apprendre quels étaient les hommes qui vivaient sur cette terre.",Calmness,ecstasy,joy
1506,"Et ceux-là, étant partis, rencontrèrent les Lotophages, et les Lotophages ne leur firent aucun mal, mais ils leur offrirent le lotos à manger. Et dès qu'ils eurent mangé le doux lotos, ils ne songèrent plus ni à leur message, ni au retour ; mais, pleins d'oubli, ils voulaient rester avec les Lotophages et manger du lotos. Et, les reconduisant aux nefs, malgré leurs larmes, je les attachai sous les bancs des nefs creuses ; et j'ordonnai à mes chers compagnons de se hâter de monter dans nos nefs rapides, de peur qu'en mangeant le lotos, ils oubliassent le retour.",Fear,ecstasy,fear
1507,"Et ils y montèrent, et, s'asseyant en ordre sur les bancs de rameurs, ils frappèrent de leurs avirons la blanche mer, et nous naviguâmes encore, tristes dans le coeur.",Sadness,serenity,calmness
1508,"Et nous parvînmes à la terre des kyklopes orgueilleux et sans lois qui, confiants dans les dieux immortels, ne plantent point de leurs mains et ne labourent point. Mais, n'étant ni semées, ni cultivées, toutes les plantes croissent pour eux, le froment et l'orge, et les vignes qui leur donnent le vin de leurs grandes grappes que font croître les pluies de Zeus. Et les agoras ne leur sont point connues, ni les coutumes ; et ils habitent le faîte des hautes montagnes, dans de profondes cavernes, et chacun d'eux gouverne sa femme et ses enfants, sans nul souci des autres.",Calmness,ecstasy,fear
1509,"Une petite île est devant le port de la terre des kyklopes, ni proche, ni éloignée. Elle est couverte de forêts où se multiplient les chèvres sauvages. Et la présence des hommes ne les a jamais effrayées, car les chasseurs qui supportent les douleurs dans les bois et les fatigues sur le sommet des montagnes ne parcourent point cette île. On n'y fait point paître de troupeaux et on n'y laboure point ; mais elle n'est ni ensemencée ni labourée ; elle manque d'habitants et elle ne nourrit que des chèvres bêlantes. En effet, les kyklopes n'ont point de nefs peintes en rouge, et ils n'ont point de onstructeurs de nefs à bancs de rameurs qui les portent vers les villes des hommes, comme ceux-ci traversent la mer les uns vers les autres, afin que, sur ces nefs, ils puissent venir habiter cette île. Mais celle-ci n'est pas stérile, et elle produirait toutes choses selon les saisons. Il y a de molles prairies arrosées sur le bord de la blanche mer, et des vignes y croîtraient abondamment, et cette terre donnerait facilement des moissons, car elle est très grasse. Son port est sûr, et on n'y a besoin ni de cordes, ni d'ancres jetées, ni de lier les câbles ; et les marins peuvent y rester aussi longtemps que leur âme le désire et attendre le vent. Au fond du port, une source limpide coule sous une grotte, et l'aune croît autour.",Calmness,ecstasy,fear
1510,"C'est là que nous fûmes poussés, et un dieu nous y conduisit pendant une nuit obscure, car nous ne pouvions rien voir. Et un épais brouillard enveloppait les nefs, et Séléné ne luisait point dans l'Ouranos, étant couverte de nuages. Et aucun de nous ne vit l'île de ses yeux, ni les grandes lames qui roulaient vers le rivage, avant que nos nefs aux bancs de rameurs n'y eussent abordé.",Fear,grief,fear
1511,"Alors nous serrâmes toutes les voiles et nous descendîmes sur le rivage de la mer, puis, nous étant endormis, nous attendîmes la divine Eôs.",Calmness,serenity,calmness
1512,"Quand Éôs aux doigts rosés, née au matin, apparut, admirant l'île, nous la parcourûmes.",Calmness,ecstasy,calmness
1513,"Et les nymphes, filles de Zeus tempétueux, firent lever les chèvres montagnardes, afin que mes compagnons pussent faire leur repas. Et, aussitôt, on retira des nefs les arcs recourbés et les lances à longues pointes d'airain, et, divisés en trois corps, nous lançâmes nos traits, et un dieu nous donna une chasse abondante. Douze nefs me suivaient, et à chacune le sort accorda neuf chèvres, et dix à la mienne. Ainsi, tout le jour, jusqu'à la chute de Hèlios, nous mangeâmes, assis, les chairs abondantes, et nous bûmes le vin rouge ; mais il en restait encore dans les nombreuses amphores que nous avions enlevées de la citadelle sacrée des Kikônes. Et nous apercevions la fumée sur la terre prochaine des kyklopes, et nous entendions leur voix, et celle des brebis et des chèvres. Et quand Hèlios tomba, la nuit survint, et nous nous endormîmes sur le rivage de la mer. Et quand Éôs aux doigts rosés, née au matin, apparut, ayant convoqué l'agora, je dis à tous mes compagnons :",Joy,ecstasy,fear
1514,"Restez ici, mes chers compagnons. Moi, avec ma nef et mes rameurs, j'irai voir quels sont ces hommes, s'ils sont injurieux, sauvages et injustes, ou s'ils sont hospitaliers et craignant les dieux.",Calmness,grief,calmness
1515,"Ayant ainsi parlé, je montai sur ma nef et j'ordonnai à mes compagnons d'y monter et de détacher le câble. Et ils montèrent, et, assis en ordre sur les bancs de rameurs, ils frappèrent la blanche mer de leurs avirons.",Calmness,serenity,surprise
1516,"Quand nous fûmes parvenus à cette terre prochaine, nous vîmes, à son extrémité, une haute caverne ombragée de lauriers, près de la mer. Et là, reposaient de nombreux troupeaux de brebis et de chèvres. Auprès, il y avait un enclos pavé de pierres taillées et entouré de grands pins et de chênes aux feuillages élevés. Là habitait un homme géant qui, seul et loin de tous, menait paître ses troupeaux, et ne se mêlait point aux autres, mais vivait à l'écart, faisant le mal.",Calmness,grief,fear
1517,"Et c'était un monstre prodigieux, non semblable à un homme qui mange le pain, mais au faite boisé d'une haute montagne, qui se dresse, seul, au milieu des autres sommets.",Fear,grief,fear
1518,"Et alors j'ordonnai à mes chers compagnons de rester auprès de la nef et de la garder. Et j'en choisis douze des plus braves, et je partis, emportant une outre de peau de chèvre, pleine d'un doux vin noir que m'avait donné Maron, fils d'Euanthéos, sacrificateur d'Apollôn, et qui habitait Ismaros, parce que nous l'avions épargné avec sa femme et ses enfants, par respect. Et il habitait dans le bois sacré de Phoibos Apollôn :",Calmness,grief,sadness
1519,"il me fit de beaux présents, car il me donna sept talents d'or bien travaillés, un kratère d'argent massif, et, dans douze amphores, un vin doux, pur et divin, qui n'était connu dans sa demeure ni de ses serviteurs, ni de ses servantes, mais de lui seul, de sa femme et de l'intendante. Toutes les fois qu'on buvait ce doux vin rouge, on y mêlait, pour une coupe pleine, vingt mesures d'eau, et son arôme parfumait encore le kratère, et il eût été dur de s'en abstenir.",Joy,grief,sadness
1520,"Et j'emportai une grande outre pleine de ce vin, et des vivres dans un sac, car mon âme courageuse m'excitait à m'approcher de cet homme géant, doué d'une grande force, sauvage, ne connaissant ni la justice ni les lois.",Fear,anger,fear
1521,"Et nous arrivâmes rapidement à son antre, sans l'y trouver, car il paissait ses troupeaux dans les gras pâturages ; et nous entrâmes, admirant tout ce qu'on voyait là. Les claies étaient chargées de fromages, et les étables étaient pleines d'agneaux et de chevreaux, et ceux-ci étaient renfermés en ordre et séparés, les plus jeunes d'un côté, et les nouveau-nés de l'autre. Et tous les vases à traire étaient pleins, dans lesquels la crème flottait sur le petit lait.",Joy,serenity,sadness
1522,"Et mes compagnons me suppliaient d'enlever les fromages et de retourner, en chassant rapidement vers la nef les agneaux et les chevreaux hors des étables, et de fuir sur l'eau salée. Et je ne le voulus point, et, certes, cela eût été le plus sage ;",Fear,enthusiasm,fear
1523,"mais je désirais voir cet homme, afin qu'il me fit les présents hospitaliers. Bientôt sa vue ne devait pas être agréable à mes compagnons.",Calmness,grief,calmness
1524,"Alors, ranimant le feu et mangeant les fromages, nous l'attendîmes, assis. Et il revint du pâturage, et il portait un vaste monceau de bois sec, afin de préparer son repas, et il le jeta à l'entrée de la caverne, avec retentissement.",Calmness,serenity,fear
